A00.0,Cholera wywołana przecinkowcem klasycznym Vibrio cholerae 01, biotyp cholerae
A00.1,Cholera wywołana przecinkowcem Vibrio cholerae 01, biotyp El-Tor
A00.9,Cholera, nieokreślona
A01.0,Dur brzuszny
S95.7,Uraz licznych naczyń krwionośnych na poziomie stawu skokowego i stopy
S95.8,Uraz innych naczyń krwionośnych na poziomie stawu skokowego i stopy
S95.9,Uraz nieokreślonego naczynia krwionośnego na poziomie stawu skokowego i stopy
S96.0,Uraz ścięgna i mięśnia zginacza długiego palucha na poziomie stawu skokowego i stopy
S96.1,Uraz ścięgna i mięśnia prostownika długiego palucha na poziomie stawu skokowego i stopy
S96.2,Uraz ścięgna i mięśnia zginacza lub prostownika na poziomie stawu skokowego i stopy
S96.7,Uraz mnogich mięśni i ścięgien na poziomie stawu skokowego i stopy
S96.8,Uraz innych mięśni i ścięgien na poziomie stawu skokowego i stopy
S96.9,Uraz nieokreślonego mięśnia i ścięgna na poziomie stawu skokowego i stopy
S97.0,Uraz zmiażdżeniowy stawu skokowego
S97.1,Uraz zmiażdżeniowy palca (palców) stopy
S97.8,Uraz zmiażdżeniowy innych części stawu skokowego i stopy
S98.0,Urazowa amputacja stopy na poziomie stawu skokowego
S98.1,Urazowa amputacja jednego palca stopy
S98.2,Urazowa amputacja dwóch lub więcej palców stopy
S98.3,Urazowa amputacja innych części stopy
S98.4,Urazowa amputacja stopy, poziom nieokreślony
S99.7,Mnogie urazy stawu skokowego i stopy
S99.8,Inne określone urazy stawu skokowego i stopy
S99.9,Nieokreślony uraz stawu skokowego i stopy
T00.0,Powierzchowne urazy obejmujące głowę i szyję
T00.1,Powierzchowne urazy obejmujące klatkę piersiową, brzuch, dolną część grzbietu i miednicę
T00.2,Powierzchowne urazy obejmujące liczne okolice kończyny (kończyn) górnej
T00.3,Powierzchowne urazy obejmujące liczne okolice kończyny (kończyn) dolnej
T00.6,Powierzchowne urazy obejmujące liczne okolice kończyny (kończyn) górnej i dolnej
T00.8,Powierzchowne urazy obejmujące inne kombinacje okolic ciała
T00.9,Liczne powierzchowne urazy, nieokreślone
T01.0,Otwarte rany obejmujące głowę i szyję
T01.1,Otwarte rany obejmujące klatkę piersiową, brzuch, dolną część grzbietu i miednicę
T01.2,Otwarte rany obejmujące liczne okolice kończyny (kończyn) górnej
T01.3,Otwarte rany obejmujące liczne okolice kończyny (kończyn) dolnej
T01.6,Otwarte rany obejmujące kończynę (kończyny) górną z dolną
T01.8,Otwarte rany obejmujące inne kombinacje okolic ciała
T01.9,Liczne otwarte rany, nieokreślone
T02.0,Złamania obejmujące głowę i szyję
T02.1,Złamania obejmujące klatkę piersiową, dolną część grzbietu i miednicę
T02.2,Złamania obejmujące liczne okolice jednej kończyny górnej
T02.3,Złamania obejmujące liczne okolice jednej kończyny dolnej
T02.4,Złamania obejmujące liczne okolice obu kończyn górnych
T02.5,Złamania obejmujące liczne okolice obu kończyn dolnych
T02.6,Złamania obejmujące liczne okolice kończyny (kończyn) górnej i kończyny (kończyn) dolnej
T02.7,Złamania obejmujące klatkę piersiową, dolną część grzbietu, miednicę i kończynę (kończyny)
T02.8,Złamania obejmujące inne kombinacje okolic ciała
T03.0,Zwichnięcia, skręcenia i naderwania obejmujące głowę i szyję
T03.1,Zwichnięcia, skręcenia i naderwania obejmujące klatkę piersiową, dolną część grzbietu i miednicę
T03.2,Zwichnięcia, skręcenia i naderwania obejmujące liczne okolice kończyny (kończyn) górnej
T03.3,Zwichnięcia, skręcenia i naderwania obejmujące liczne okolice kończyny (kończyn) dolnej
T03.4,Zwichnięcia, skręcenia i naderwania obejmujące liczne okolice kończyny (kończyn) górnej i dolnej
T03.8,Zwichnięcia, skręcenia i naderwania obejmujące inne kombinacje okolic ciała
T04.0,Uraz zmiażdżeniowy obejmujący głowę i szyję
T04.1,Urazy zmiażdżeniowe obejmujące klatkę piersiową, brzuch, dolną część grzbietu i miednicę
T04.2,Urazy zmiażdżeniowe obejmujące liczne okolice kończyny (kończyn) górnej
T04.3,Urazy zmiażdżeniowe obejmujące liczne okolice kończyny (kończyn) dolnej
T04.4,Uraz zmiażdżeniowy obejmujący liczne okolice kończyny (kończyn) górnej i dolnej
T04.7,Uraz zmiażdżeniowy klatki piersiowej, brzucha, dolnej części grzbietu, miednicy i kończyny (kończyn)
T04.8,Uraz zmiażdżeniowy obejmujący inne kombinacje okolic ciała
T04.9,Liczne urazy zmiażdżeniowe, nieokreślone
T05.0,Urazowa amputacja obu rąk
T05.1,Urazowa amputacja jednej ręki i drugiej kończyny górnej (na każdym poziomie z wyjątkiem ręki)
T05.2,Urazowa amputacja obu kończyn górnych (każdy poziom)
T05.3,Urazowa amputacja obu stóp
T05.4,Urazowa amputacja jednej stopy i drugiej kończyny dolnej (każdy poziom z wyjątkiem stopy)
T05.5,Urazowa amputacja obu kończyn dolnych (każdy poziom)
T05.6,Urazowa amputacja kończyn górnych i dolnych, każda kombinacja (każdy poziom)
T05.8,Urazowa amputacja obejmująca wszystkie inne kombinacje okolic ciała
T05.9,Liczne urazowe amputacje, nieokreślone
T06.0,Urazy mózgu i nerwów czaszkowych z obrażeniami nerwów rdzeniowych i rdzenia kręgowego na poziomie szyi
T06.1,Urazy nerwów rdzeniowych i rdzenia kręgowego obejmujące inne liczne okolice ciała
T06.2,Urazy nerwów obejmujące liczne okolice ciała
T06.4,Urazy mięśni i ścięgien obejmujące liczne okolice ciała
T06.8,Inne określone urazy obejmujące liczne okolice ciała
T07,Nieokreślone liczne urazy
T08,Złamanie kręgosłupa, poziom nieokreślony
T09.0,Powierzchowny uraz tułowia, poziom nieokreślony
T09.1,Otwarta rana tułowia, poziom nieokreślony
T09.3,Uraz rdzenia kręgowego, poziom nieokreślony
T09.4,Uraz nieokreślonego nerwu, nerwu rdzeniowego i splotu tułowia
T09.5,Uraz nieokreślonego mięśnia i więzadła tułowia
T09.6,Urazowa amputacja tułowia, poziom nieokreślony
T09.8,Inny określony uraz tułowia, poziom nieokreślony
T09.9,Nieokreślony uraz tułowia, poziom nieokreślony
T11.1,Otwarta rana kończyny górnej, poziom nieokreślony
T11.3,Uraz nieokreślonego nerwu kończyny górnej, poziom nieokreślony
T11.8,Inne określone urazy kończyny górnej, poziom nieokreślony
T11.9,Nieokreślony uraz kończyny górnej, poziom nieokreślony
T13.1,Otwarta rana kończyny dolnej, poziom nieokreślony
T13.2,Zwichnięcie, skręcenie i naderwanie nieokreślonego stawu i więzadła kończyny dolnej, poziom nieokreślony
T13.3,Uraz nieokreślonego nerwu kończyny dolnej, poziom nieokreślony
T13.8,Inne określone urazy kończyny dolnej, poziom nieokreślony
T13.9,Nieokreślony uraz kończyny dolnej, poziom nieokreślony
T14.0,Powierzchniowy uraz nieokreślonej okolicy ciała
T14.1,Otwarta rana nieokreślonej okolicy ciała
T14.4,Uraz nerwu (nerwów) nieokreślonej okolicy ciała
T14.7,Uraz zmiażdżeniowy i urazowa amputacja nieokreślonej okolicy ciała
T14.9,Uraz, nieokreślony
T15.0,Ciało obce rogówki
T15.1,Ciało obce worka spojówkowego
T15.8,Ciało obce innego i mnogich zewnętrznych części oka
T15.9,Ciało obce zewnętrznej części oka, część nieokreślona
T16,Ciało obce w uchu
T17.0,Ciało obce zatoki przynosowej
T17.1,Ciało obce nozdrzy
T17.2,Ciało obce gardła
T17.3,Ciało obce krtani
T17.4,Ciało obce tchawicy
T17.5,Ciało obce oskrzeli
T17.8,Ciało obce innej lub mnogich części dróg oddechowych
T17.9,Ciało obce dróg oddechowych, część nieokreślona
T18.0,Ciało obce w ustach
T18.1,Ciało obce w przełyku
T18.2,Ciało obce w żołądku
T18.3,Ciało obce w jelicie cienkim
T18.4,Ciało obce w jelicie grubym
T18.5,Ciało obce w prostnicy i odbycie
T18.8,Ciało obce innej lub mnogich części przewodu pokarmowego
T18.9,Ciało obce przewodu pokarmowego, część nieokreślona
T19.0,Ciało obce cewki moczowej
T19.1,Ciało obce pęcherza moczowego
T19.2,Ciało obce sromu i pochwy
T19.8,Ciało obce innej lub mnogich części układu moczowo-płciowego
T19.9,Ciało obce układu moczowo-płciowego, części nieokreślonej
T20.0,Oparzenie termiczne nieokreślonego stopnia głowy i szyi
T20.1,Oparzenie termiczne I stopnia głowy i szyi
T20.2,Oparzenie termiczne II stopnia głowy i szyi
T20.3,Oparzenie termiczne III stopnia głowy i szyi
T20.4,Oparzenie chemiczne nieokreślonego stopnia głowy i szyi
T20.5,Oparzenie chemiczne I stopnia głowy i szyi
T20.6,Oparzenie chemiczne II stopnia głowy i szyi
T20.7,Oparzenie chemiczne III stopnia głowy i szyi
T21.0,Oparzenie termiczne nieokreślonego stopnia tułowia
T21.1,Oparzenie termiczne I stopnia tułowia
T21.2,Oparzenie termiczne II stopnia tułowia
T21.3,Oparzenie termiczne III stopnia tułowia
T21.4,Oparzenie chemiczne nieokreślonego stopnia tułowia
T21.5,Oparzenie chemiczne I stopnia tułowia
T21.6,Oparzenie chemiczne II stopnia tułowia
T21.7,Oparzenie chemiczne III stopnia tułowia
T22.0,Oparzenie termiczne nieokreślonego stopnia barku i kończyny górnej, z wyjątkiem nadgarstka i ręki
T22.1,Oparzenie termiczne I stopnia barku i kończyny górnej z wyjątkiem nadgarstka i ręki
T22.2,Oparzenie termiczne II stopnia barku i kończyny górnej z wyjątkiem nadgarstka i ręki
T22.3,Oparzenie termiczne III stopnia barku i kończyny górnej z wyjątkiem nadgarstka i ręki
T22.4,Oparzenie chemiczne nieokreślonego stopnia barku i kończyny górnej z wyjątkiem nadgarstka i ręki
T22.5,Oparzenie chemiczne I stopnia barku i kończyny górnej z wyjątkiem nadgarstka i ręki
T22.6,Oparzenie chemiczne II stopnia barku i kończyny górnej, z wyjątkiem nadgarstka i ręki
T22.7,Oparzenie chemiczne III stopnia barku i kończyny górnej, z wyjątkiem nadgarstka i ręki
T23.0,Oparzenie termiczne nieokreślonego stopnia nadgarstka i ręki
T23.1,Oparzenie termiczne I stopnia nadgarstka i ręki
T23.2,Oparzenie termiczne II stopnia nadgarstka i ręki
T23.3,Oparzenie termiczne III stopnia nadgarstka i ręki
T23.4,Oparzenie chemiczne nieokreślonego stopnia nadgarstka i ręki
T23.5,Oparzenie chemiczne I stopnia nadgarstka i ręki
T23.6,Oparzenie chemiczne II stopnia nadgarstka i ręki
T23.7,Oparzenie chemiczne III stopnia nadgarstka i ręki
T24.0,Oparzenie termiczne nieokreślonego stopnia biodra i kończyny dolnej z wyjątkiem okolicy stawu skokow
T24.1,Oparzenie termiczne I stopnia biodra i kończyny dolnej z wyjątkiem okolicy stawu skokowego i stopy
T24.2,Oparzenie termiczne II stopnia biodra i kończyny dolnej z wyjątkiem okolicy stawu skokowego i stopy
T24.3,Oparzenie termiczne III stopnia biodra i kończyny dolnej z wyjątkiem okolicy stawu skokowego i stopy
T24.4,Oparzenie chemiczne nieokreślonego stopnia biodra i kończyny dolnej z wyjątkiem okolicy stawu skokow
T24.5,Oparzenie chemiczne I stopnia biodra i kończyny dolnej z wyjątkiem okolicy stawu skokowego i stopy
T24.6,Oparzenie chemiczne II stopnia biodra i kończyny dolnej z wyjątkiem okolicy stawu skokowego i stopy
T24.7,Oparzenie chemiczne III stopnia biodra i kończyny dolnej z wyjątkiem okolicy stawu skokowego i stopy
T25.0,Oparzenie termiczne nieokreślonego stopnia okolicy stawu skokowego i stopy
T25.1,Oparzenie termiczne I stopnia okolicy stawu skokowego i stopy
T25.2,Oparzenie termiczne II stopnia okolicy stawu skokowego i stopy
T25.3,Oparzenie termiczne III stopnia okolicy stawu skokowego i stopy
T25.4,Oparzenie chemiczne nieokreślonego stopnia okolicy stawu skokowego i stopy
T25.5,Oparzenie chemiczne I stopnia okolicy stawu skokowego i stopy
T25.6,Oparzenie chemiczne II stopnia okolicy stawu skokowego i stopy
T25.7,Oparzenie chemiczne III stopnia okolicy stawu skokowego i stopy
T26.0,Oparzenie termiczne powieki i okolicy oczodołowej
T26.1,Oparzenie termiczne rogówki i worka spojówkowego
T26.2,Oparzenie termiczne z następowym jego pęknięciem i zniszczeniem gałki ocznej
T26.3,Oparzenie termiczne innych części oka i przydatków oka
T26.4,Oparzenie termiczne oka i przydatków oka, nieokreślone
T26.5,Oparzenie chemiczne powieki i okolicy oczodołowej
T26.6,Oparzenie chemiczne rogówki i worka spojówkowego
T26.7,Oparzenie chemiczne z następowym jego pęknięciem i zniszczeniem gałki ocznej
T26.8,Oparzenie chemiczne innych części oka i przydatków oka
T26.9,Oparzenie chemiczne oka i przydatków oka, nieokreślone
T27.0,Oparzenie termiczne krtani i tchawicy
T27.1,Oparzenie termiczne obejmujące krtań, tchawicę i płuca
T27.2,Oparzenie termiczne innych części dróg oddechowych
T27.3,Oparzenie termiczne dróg oddechowych, nieokreślone
T27.4,Oparzenie chemiczne krtani i tchawicy
T27.5,Oparzenie chemiczne obejmujące krtań, tchawicę i płuca
T27.6,Oparzenie chemiczne innych części dróg oddechowych
T27.7,Oparzenie chemiczne dróg oddechowych, nieokreślone
T28.0,Oparzenie termiczne jamy ustnej i gardła
T28.1,Oparzenie termiczne przełyku
T28.2,Oparzenie termiczne innych części układu pokarmowego
T28.3,Oparzenie termiczne narządów moczopłciowych wewnętrznych
T28.4,Oparzenie termiczne innych, nieokreślonych narządów wewnętrznych
T28.5,Oparzenie chemiczne jamy ustnej i gardła
T28.6,Oparzenie chemiczne przełyku
T28.7,Oparzenie chemiczne innych części przewodu pokarmowego
T28.8,Oparzenie chemiczne narządów moczopłciowych wewnętrznych
T28.9,Oparzenie chemiczne innych, nieokreślonych narządów wewnętrznych
T29.0,Oparzenie termiczne mnogich okolic, nieokreślonego stopnia
T29.1,Oparzenie termiczne mnogich okolic, nie większe niż oparzenie I stopnia
T29.2,Oparzenie termiczne mnogich okolic, nie większe niż oparzenie II stopnia
T29.3,Oparzenie termiczne mnogich okolic, przynajmniej jedno III stopnia
T29.4,Oparzenie chemiczne mnogich okolic ciała, nieokreślonego stopnia
T29.5,Oparzenie chemiczne mnogich okolic, nie większe niż I stopnia
T29.6,Oparzenie chemiczne mnogich okolic, nie większe niż II stopnia
T29.7,Oparzenie chemiczne mnogich okolic, przynajmniej jedno III stopnia
T30.0,Oparzenie termiczne nieokreślonej okolicy ciała, nieokreślonego stopnia
T30.1,Oparzenie termiczne I stopnia, okolica ciała nieokreślona
T30.2,Oparzenie termiczne II stopnia, okolica ciała nieokreślona
T30.3,Oparzenie termiczne III stopnia, okolica ciała nieokreślona
T30.4,Oparzenie chemiczne nieokreślonej okolicy ciała, nieokreślonego stopnia
T30.5,Oparzenie chemiczne I stopnia, okolica ciała nieokreślona
T30.6,Oparzenie chemiczne II stopnia, okolica ciała nieokreślona
T30.7,Oparzenie chemiczne III stopnia, okolica ciała nieokreślona
T31.0,Oparzenie termiczne obejmujące mniej niż 10% powierzchni ciała
T31.1,Oparzenie termiczne obejmujące 10-19% powierzchni ciała
T31.2,Oparzenie termiczne obejmujące 20-29% powierzchni ciała
T31.3,Oparzenie termiczne obejmujące 30-39% powierzchni ciała
T31.4,Oparzenie termiczne obejmujące 40-49% powierzchni ciała
T31.5,Oparzenie termiczne obejmujące 50-59% powierzchni ciała
T31.6,Oparzenie termiczne obejmujące 60-69% powierzchni ciała
T31.7,Oparzenie termiczne obejmujące 70-79% powierzchni ciała
T31.8,Oparzenie termiczne obejmujące 80-90% powierzchni ciała
T31.9,Oparzenie termiczne obejmujące 90% i więcej powierzchni ciała
T32.0,Oparzenie chemiczne obejmujące mniej niż 10% powierzchni ciała
T32.1,Oparzenie chemiczne obejmujące 10-19% powierzchni ciała
T32.2,Oparzenie chemiczne obejmujące 20-29% powierzchni ciała
T32.3,Oparzenie chemiczne obejmujące 30-39% powierzchni ciała
T32.4,Oparzenie chemiczne obejmujące 40-49% powierzchni ciała
T32.5,Oparzenie chemiczne obejmujące 50-59% powierzchni ciała
T32.6,Oparzenie chemiczne obejmujące 60-69% powierzchni ciała
T32.7,Oparzenie chemiczne obejmujące 70-79% powierzchni ciała
T32.8,Oparzenie chemiczne obejmujące 80-89% powierzchni ciała
T32.9,Oparzenie chemiczne obejmujące 90% i więcej powierzchni ciała
T33.0,Powierzchowne odmrożenie głowy
T33.1,Powierzchowne odmrożenie szyi
T33.2,Powierzchowne odmrożenie klatki piersiowej
T33.3,Powierzchowne odmrożenie ściany brzucha, dolnej części grzbietu i miednicy
T33.4,Powierzchowne odmrożenie kończyny górnej
T33.5,Powierzchowne odmrożenie nadgarstka i ręki
T33.6,Powierzchowne odmrożenie biodra i uda
T33.7,Powierzchowne odmrożenie kolana i podudzia
T33.8,Powierzchowne odmrożenie okolicy stawu skokowego i stopy
T33.9,Powierzchowne odmrożenie innych i nieokreślonych okolic
T34.0,Odmrożenie z martwicą tkanki głowy
T34.1,Odmrożenie z martwicą tkanki szyi
T34.2,Odmrożenie z martwicą tkanki klatki piersiowej
T34.3,Odmrożenie z martwicą tkanki ściany brzucha, dolnej części grzbietu i miednicy
T34.4,Odmrożenie z martwicą tkanki kończyny górnej
T34.5,Odmrożenie z martwicą tkanki nadgarstka i ręki
T34.6,Odmrożenie z martwicą tkanki biodra i uda
T34.7,Odmrożenie z martwicą tkanki kolana i podudzia
T34.8,Odmrożenie z martwicą tkanki okolicy stawu skokowego i stopy
T34.9,Odmrożenie z martwicą tkanki innych i nieokreślonych okolic
T35.0,Powierzchowne odmrożenie obejmujące mnogie okolice ciała
T35.1,Odmrożenie z martwicą tkanki obejmujące mnogie okolice ciała
T35.2,Nieokreślone odmrożenie głowy i szyi
T35.3,Nieokreślone odmrożenie klatki piersiowej, brzucha, dolnej części grzbietu i miednicy
T35.4,Nieokreślone odmrożenie kończyny górnej
T35.5,Nieokreślone odmrożenie kończyny dolnej
T35.6,Nieokreślone odmrożenie obejmujące mnogie okolice ciała
T35.7,Nieokreślone odmrożenie, nieokreślonej okolicy
T36.0,Penicyliny
T36.1,Grupa Cefalosporyny, inne
T36.2,Grupa Chloramfenikolu
T36.3,Makrolidy
T36.4,Tetracykliny
T36.5,Aminoglikozydy
T36.6,Rifamycyny
T36.7,Antybiotyki przeciwgrzybicze
T36.8,Inne antybiotyki układowe
T36.9,Inne antybiotyki, nieokreślone
T37.0,Sulfonamidy
T37.1,Lekami przeciwprątkowe
T37.2,Leki przeciwzimnicze (przeciwmalaryczne) i leki działające na inne pierwotniaki krwi
T37.3,Inne leki przeciwpierwotniakowe
T37.4,Leki przeciw robakom
T37.5,Leki przeciwwirusowe
T37.8,Inne leki przeciw zakażeniu i leki przeciwpasożytnicze
T37.9,Leki przeciw zakażeniu i przeciwpasożytnicze, nieokreślone
T38.0,Glikokortykosteroidy i ich syntetyczne analogi
T38.1,Hormony tarczycy i ich odpowiedniki
T38.2,Leki przeciwtarczycowe
T38.3,Insulina i doustne środki hipoglikemiczne (przeciwcukrzycowe)
T38.4,Doustne środki antykoncepcyjne
T38.5,Inne estrogeny i progestageny
T38.6,Leki przeciwgonadotropinowe, przeciwestrogenowe i przeciwandrogenowe niesklasyfikowane gdzie indziej
T38.7,Androgeny i pokrewne anaboliki
T38.8,Inne nieokreślone hormony i ich syntetyczne odpowiedniki
T38.9,Inni i nieokreśleni antagoniści hormonów
T39.0,Salicylany
T39.1,Pochodne 4-aminofenolu
T39.2,Pochodne pyrazolonu
T39.3,Inne niesteroidowe leki przeciwzapalne
T39.4,Leki przeciwreumatyczne, niesklasyfikowane gdzie indziej
T39.8,Inne nieopioidowe leki przeciwbólowe, przeciwgorączkowe i przeciwzapalne niesklasyfikowane gdzie indziej
T39.9,Nieopioidowe środki przeciwbólowe, przeciwgorączkowe i przeciwreumatyczne, nieokreślone
T40.0,Opium
T40.1,Heroina
T40.2,Inne opioidy
T40.3,Metadon
T40.4,Inne narkotyki syntetyczne
T40.5,Kokaina
T40.6,Inne, nieokreślone narkotyki
T40.7,Pochodne Cannabis
T40.8,Lisergid (LSD)
T40.9,Inne, nieokreślone leki psychodysleptyczne (halucynogenne)
T41.0,Wziewne środki znieczulające
T41.1,Dożylne środki znieczulające
T41.2,Inne, nieokreślone środki do znieczulenia ogólnego
T41.3,Środki znieczulające stosowane miejscowo
T41.4,Środki znieczulające, nieokreślone
