A01, Badania laboratoryjne i inne -> Analityka -> Badanie ogólne moczu (profil)
83.841, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Korekcja stopy końsko-szpotawej -> Operacje Evansa stopy końsko-szpotawej
83.849, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Korekcja stopy końsko-szpotawej -> Korekcja stopy końsko-szpotawej - inne
83.851, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Zmiana długości ścięgna/mięśnia - inne -> Wydłużenie ścięgna podkolanowego
83.852, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Zmiana długości ścięgna/mięśnia - inne -> Skrócenie ścięgna Achillesa
83.853, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Zmiana długości ścięgna/mięśnia - inne -> Plastyka ścięgna Achillesa
83.854, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Zmiana długości ścięgna/mięśnia - inne -> Plikacja ścięgna
83.859, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Zmiana długości ścięgna/mięśnia - inne -> Zmiana długości mięśnia lub ścięgna - inne
83.86, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Plastyka mięśnia czworogłowego
83.87, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Operacje plastyczne mięśnia - inne
83.881, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Operacje plastyczne ścięgna - inne -> Plastyka ścięgna i mięśnia
83.882, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Operacje plastyczne ścięgna - inne -> Ufiksowanie ścięgna
83.883, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Operacje plastyczne ścięgna - inne -> Tenodeza - inna niż ręki
83.884, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Operacje plastyczne ścięgna - inne -> Plastyka ścięgna
83.891, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Operacje plastyczne powięzi - inne -> Wydłużenie powięzi
83.892, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Operacje plastyczne powięzi - inne -> Plastyka powięzi
83.893, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi plastyczne w zakresie mięśnia, ścięgna, powięzi -> Operacje plastyczne powięzi - inne -> Duplikacja powięzi
83.91, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Uwolnienie zrostów mięśni/ ścięgien/ powięzi i kaletki
83.921, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Wprowadzenie/ wymiana stymulatora mięśnia szkieletowego -> Wszczepienie, wprowadzenie, umieszczenie lub wymiana: elektrody w mięśniu szkieletowym
83.922, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Wprowadzenie/ wymiana stymulatora mięśnia szkieletowego -> Wszczepienie, wprowadzenie, umieszczenie lub wymiana: stymulatora mięśnia szkieletowego
83.93, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Usunięcie stymulatora mięśnia szkieletowego
83.94, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Aspiracja z kaletki maziowej
83.95, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Aspiracja z tkanek miękkich - inne
83.96, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Wstrzyknięcie leku do kaletki maziowej
83.97, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Wstrzyknięcie leku do ścięgna
83.98, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Wstrzyknięcie leku miejscowo działającego do tkanek miękkich - inne
83.991, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Operacje mięśni/ ścięgien/ powięzi/ kaletek - inne -> Szycie kaletki maziowej
83.999, Zabiegi w zakresie mięśni, ścięgien, powięzi i kaletki, z wyjątkiem ręki -> Inne zabiegi w zakresie mięśnia, ścięgna, powięzi i kaletki -> Operacje mięśni/ ścięgien/ powięzi/ kaletek - inne -> Operacje mięśni/ ścięgien/ powięzi/ kaletek - inne
84.001, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja kończyny górnej – nie określona inaczej -> Amputacja kończyny górnej z pokryciem kikuta płatem
84.002, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja kończyny górnej – nie określona inaczej -> Kineplastyczna amputacja kończyny górnej
84.003, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja kończyny górnej – nie określona inaczej -> Otwarta lub gilotynowa amputacja kończyny górnej
84.004, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja kończyny górnej – nie określona inaczej -> Rewizja świeżej amputacji urazowej kończyny górnej
84.005, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja kończyny górnej – nie określona inaczej -> Amputacja kończyny górnej z odjęciem łopatki
84.01, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja i wyłuszczenie palca ręki w stawie
84.02, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja i wyłuszczenie kciuka w stawie
84.03, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja w zakresie ręki
84.04, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Wyłuszczenie nadgarstka
84.05, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja w zakresie przedramienia
84.06, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Wyłuszczenie w stawie łokciowym
84.07, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja w zakresie ramienia
84.08, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Wyłuszczenie w stawie barkowym
84.09, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny górnej -> Amputacja kończyny górnej z odjęciem łopatki
84.101, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja kończyn dolnej – nie określona inaczej -> Amputacja kończyny dolnej z pokryciem kikuta płatem
84.102, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja kończyn dolnej – nie określona inaczej -> Amputacja kineplastyczna kończyny dolnej
84.103, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja kończyn dolnej – nie określona inaczej -> Otwarta lub gilotynowa amputacja kończyny dolnej
84.104, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja kończyn dolnej – nie określona inaczej -> Rewizja świeżej amputacji urazowej kończyny dolnej
84.111, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja palca stopy -> Amputacja palca stopy w stawie śródstopno-paliczkowym
84.112, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja palca stopy -> Wyłuszczenie palca stopy w stawie
84.113, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja palca stopy -> Amputacja głowy kości śródstopa
84.114, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja palca stopy -> Promieniowa amputacja stopy (wyłuszczenie głowy paliczka bliższego tuż ponad fałdem śródstopno-palcowym)
84.119, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja palca stopy -> Amputacja palca stopy - inna
84.121, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja w zakresie stopy -> Amputacja przedniej części stopy
84.122, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja w zakresie stopy -> Amputacja przez śródstopie
84.123, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja w zakresie stopy -> Amputacja w stawie Chopparta
84.124, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja w zakresie stopy -> Amputacja w środkowym śródstopiu
84.125, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja w zakresie stopy -> Amputacja przez śródstopie (w tym wszystkich palców u stopy)
84.129, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja w zakresie stopy -> Amputacja w zakresie stopy - inne
84.13, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Wyłuszczenie w stawie skokowym
84.14, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja stopy w zakresie kostek bocznych
84.151, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Inna amputacja poniżej kolana -> Amputacja nogi na wysokości kości piszczelowej i strzałkowej – nie określona inaczej
84.161, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Wyłuszczenie w stawie kolanowym -> Amputacja metodą Batch, Spitler i McFaddin
84.162, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Wyłuszczenie w stawie kolanowym -> Amputacja metodą Mazeta
84.163, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Wyłuszczenie w stawie kolanowym -> Amputacja metodą S.P.Rogera
84.169, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Wyłuszczenie w stawie kolanowym -> Wyłuszczenie w stawie kolanowym - inne
84.171, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja powyżej kolana -> Amputacja nogi na wysokości kości udowej
84.172, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja powyżej kolana -> Amputacja uda
84.173, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja powyżej kolana -> Przekształcenie amputacji poniżej kolana w amputację powyżej kolana
84.174, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja powyżej kolana -> Nadkłykciowa amputacja powyżej kolana
84.179, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Amputacja powyżej kolana -> Amputacja powyżej kolana - inne
84.18, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Wyłuszczenie w stawie biodrowym
84.191, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Brzuszno-miedniczne odjęcie kończyny dolnej -> Amputacja kończyny dolnej z częścią miednicy
84.192, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Amputacja kończyny dolnej -> Brzuszno-miedniczne odjęcie kończyny dolnej -> Amputacja tylnej części miednicy
84.21, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Replantacja kończyny -> Replantacja kciuka
84.22, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Replantacja kończyny -> Replantacja palca
84.23, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Replantacja kończyny -> Replantacja przedramienia/ nadgarstka/ dłoni
84.24, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Replantacja kończyny -> Replantacja górnej części ramienia
84.25, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Replantacja kończyny -> Replantacja palucha
84.26, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Replantacja kończyny -> Replantacja stopy
84.27, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Replantacja kończyny -> Replantacja dolnej części podudzia/ kostki
84.28, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Replantacja kończyny -> Replantacja uda
84.29, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Replantacja kończyny -> Replantacja w zakresie kończyn - inne
84.31, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Rewizja kikuta po amputacji -> Powtórna amputacja kikuta
84.32, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Rewizja kikuta po amputacji -> Wtórne zamknięcie kikuta
84.33, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Rewizja kikuta po amputacji -> Oczyszczenie kikuta
84.41, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczep lub dopasowanie protezy kończyny -> Dopasowanie protezy górnej części ramienia/ barku
84.42, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczep lub dopasowanie protezy kończyny -> Dopasowanie protezy przedramienia/ ręki
84.43, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczep lub dopasowanie protezy kończyny -> Dopasowanie protezy ramienia - inne
84.44, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczep lub dopasowanie protezy kończyny -> Wszczepienie protezy ramienia
84.45, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczep lub dopasowanie protezy kończyny -> Dopasowanie protezy powyżej kolana
84.46, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczep lub dopasowanie protezy kończyny -> Dopasowanie protezy poniżej kolana
84.47, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczep lub dopasowanie protezy kończyny -> Dopasowanie protezy podudzia - inne
84.48, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczep lub dopasowanie protezy kończyny -> Wszczepienie protezy podudzia
84.501, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wprowadzenie czynników wzrostu do układu mięśniowo - szkieletowego -> Wprowadzenie czynników wzrostu innego pochodzenia
84.502, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wprowadzenie czynników wzrostu do układu mięśniowo - szkieletowego -> Wprowadzenie czynników wzrostu pochodzenia autogenicznego
84.503, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wprowadzenie czynników wzrostu do układu mięśniowo - szkieletowego -> Wprowadzenie czynników wzrostu z komórek macierzystych
84.511, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wprowadzenie urządzenia łączącego trzony kręgów -> Wprowadzenie: koszyczków (węglowych, ceramicznych, metalowych, plastikowych lub tytanowych)
84.512, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wprowadzenie urządzenia łączącego trzony kręgów -> Wprowadzenie:koszyczków między kręgami, rozpórek, gwintowanych bolców kostnych
84.513, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wprowadzenie urządzenia łączącego trzony kręgów -> Wprowadzenie syntetycznych koszyczków lub rozpórek
84.514, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wprowadzenie urządzenia łączącego trzony kręgów -> Wprowadzenie gwintowanych bolców kostnych
84.52, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wprowadzenie rekombinowanego białka morfogenetycznego kości - rhBMP
84.53, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wszczepienie urządzenia wewnętrznego do indukującego wzrost (wydłużanie) kończyny
84.54, Inne zabiegi w obrębie układu mięśniowo-szkieletowego -> Wszczepienie innych urządzeń lub substancji do układu mięśniowo-szkieletowego -> Wszczepienie innego wewnętrznego urządzenia wydłużającego kończynę
